ARB ID,Facility Name,Year,,Total_CO2,AEL,, Emitter CO2e from Non-Biogenic Sources and CH4 and N2O from Biogenic Fuels , Emitter CO2 from Biogenic Fuels , Fuel Supplier CO2e from Non-Biogenic Fuels and CH4 and N2O from Biogenic Fuels , Fuel Supplier CO2 from Biogenic Fuels , Electricity Importer CO2e  ,,Emissions ,Emissions , Electricity Importer Covered Emissions , Total Covered Emissions , Total Non-Covered Emissions  ,,Emissions Data,Product Data,Verification Body,,City,State,Zip Code,Description,U.S.EPA/ARB Subparts,Industry Sector
101657,Ameresco Half Moon Bay,2018,,"45,958",No,,231,"45,728",0,0,0,  ,0,0,0,0,"45,958",,Positive,N/A,Ashworth Leininger Group,,Half Moon Bay,CA,94019,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
101748,Ameresco Keller Canyon,2018,,"16,024",No,,80,"15,944",0,0,0,  ,0,0,0,0,"16,024",,N/A,N/A,,,Pittsburg,CA,94565,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104636,Ameresco San Joaquin LLC ,2018,,"17,289",No,,87,"17,202",0,0,0,  ,0,0,0,0,"17,289",,N/A,N/A,,,Linden,CA,95236,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
101656,Ameresco Santa Cruz,2018,,"11,873",No,,44,"11,829",0,0,0,  ,0,0,0,0,"11,873",,N/A,N/A,,,Watsonville,CA,95076,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104634,Ameresco Vasco Road,2018,,"17,702",No,,89,"17,613",0,0,0,  ,0,0,0,0,"17,702",,N/A,N/A,,,Livermore,CA,94551,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
104727,"American PowerNet Management, LP",2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Wyomissing,PA,19610,221122 - Electric Power Distribution,EPE,Electricity Importer
104544,"AmeriGas Propane, L.P.",2018,,"107,174",No,,0,0,"107,174",0,0,  ,0,"107,174",0,"107,174",0,,Positive,N/A,"Trinity Consultants, Inc.",,King of Prussia,PA,19406,454312 - Liquefied Petroleum Gas (Bottled Gas) Dealers,NN,"Supplier of Natural Gas, NGL, or LPG"
101179,Amgen Inc.,2018,,"20,017",No,,"20,017",0,0,0,0,  ,0,0,0,0,"20,017",,N/A,N/A,,,Thousand Oaks,CA,91320,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
101666,"Ampersand Chowchilla Biomass, LLC, 93610",2018,,"91,294",No,,"1,732","89,562",0,0,0,  ,0,0,0,0,"91,294",,Positive,N/A,Analytical Environmental Services,,Chowchilla,CA,93610,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104487,Ampine: A Division of Timber Products,2018,,"9,994",No,,"1,536","8,458",0,0,0,  ,0,0,0,0,"9,994",,N/A,N/A,,,Martell,CA,95654,321219 - Reconstituted Wood Product Manufacturing,C,Other Combustion Source
100943,Anheuser-Busch LLC - Fairfield,2018,,"16,364",No,,"13,142","3,222",0,0,0,  ,0,0,0,0,"16,364",,N/A,N/A,,,Fairfield,CA,94534,312120 - Breweries,C,Other Combustion Source
101473,Anheuser-Busch LLC - Los Angeles Brewery,2018,,"39,859",No,,"34,791","5,068",0,0,0,  ,"34,791",0,0,"34,791","5,068",,Positive,Positive,Analytical Environmental Services,,Van Nuys,CA,91406,312120 - Breweries,C,Other Combustion Source
104578,Anza Electric Cooperative,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Anza,CA,92539,221122 - Electric Power Distribution,EPE,Electricity Importer
104722,AOT Energy Americas LLC,2018,,"14,509",No,,0,0,"14,509",0,0,  ,0,0,0,0,"14,509",,Positive,N/A,Locus Technologies,,Houston,TX,77057,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
104003,"Apex Oil Company, Inc.",2018,,"379,518",No,,0,0,"358,095","21,424",0,  ,0,"358,095",0,"358,095","21,424",,Positive,N/A,Ashworth Leininger Group,,St. Louis,MO,63105,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
104725,Apple Valley Choice Energy,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Apple Valley,CA,92307,221122 - Electric Power Distribution,EPE,Electricity Importer
100234,Applied Energy LLC - NAS North Island,2018,,"17,792",No,,"17,792",0,0,0,0,  ,"17,792",0,0,"17,792",0,,Positive,N/A,Locus Technologies,,San Diego ,CA,92135,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
100229,Applied Energy LLC - NTC/MCRD,2018,,"11,468",No,,"11,468",0,0,0,0,  ,"11,468",0,0,"11,468",0,,Positive,N/A,Locus Technologies,,San Diego,CA,92140,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
101390,Applied Energy LLC - U.S. Naval Station,2018,,"23,337",No,,"23,337",0,0,0,0,  ,"23,337",0,0,"23,337",0,,Positive,N/A,Locus Technologies,,San Diego,CA,92136,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104761,Applied Natural Gas Fuels,2018,,"124,612",No,,0,0,"32,898","91,714",0,  ,0,"31,857",0,"31,857","92,755",,Positive,N/A,Ashworth Leininger Group,,Topock,AZ,86436,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
104042,Archer Daniels Midland,2018,,"76,452",No,,0,0,68,"76,384",0,  ,0,0,0,0,"76,452",,Positive,N/A,Locus Technologies,,Decatur,IL,62526,325199 - All Other Basic Organic Chemical Manufacturing,MM,Transportation Fuel Supplier
101715,Arcosa LWFP LLC,2018,,"25,686",No,,"25,176",510,0,0,0,  ,"25,172",0,0,"25,172",514,,Positive,N/A,"Rincon Consultants, Inc.",,Fraizer Park,CA,93225,327123 - Other Structural Clay Product Manufacturing,C,Other Combustion Source
104673,Arcturus Manufacturing,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Oxnard,CA,93033,332111 - Iron and Steel Forging,C,Other Combustion Source
101342,Ardagh Glass Inc.,2018,,"83,805",No,,"83,805",0,0,0,0,  ,"83,805",0,0,"83,805",0,,Positive,Positive,Locus Technologies,,Madera,CA,93637,327213 - Glass Container Manufacturing,"C,N",Other Combustion Source
2098,Arizona Electric Power Cooperative,2018,,"9,875",No,,0,0,0,0,"9,875",  ,0,0,"9,875","9,875",0,,Positive,N/A,Locus Technologies,,Cochise,AZ,85606,221112 - Fossil Fuel Electric Power Generation,EPE,Electricity Importer
104131,Arizona Public Service Company,2018,,"58,706",No,,0,0,0,0,"58,706",  ,0,0,"58,706","58,706",0,,Positive,N/A,SCS Engineers,,Phoenix,AZ,85004,221122 - Electric Power Distribution,EPE,Electricity Importer
2292,Avangrid Renewables,2018,,"187,495",No,,0,0,0,0,"187,495",  ,0,0,"147,994","147,994","39,501",,Positive,N/A,Analytical Environmental Services,,Portland,OR,90120,221119 - Other Electric Power Generation,EPE,Electricity Importer
101696,Avenal State Prison,2018,,"16,646",No,,"16,646",0,0,0,0,  ,0,0,0,0,"16,646",,N/A,N/A,,,Avenal,CA,93204,922140 - Correctional Institutions,C,Other Combustion Source
104677,Avista Utilities,2018,,"1,801",No,,0,0,0,0,"1,801",  ,0,0,433,433,"1,368",,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",,Spokane,WA,99220-3727,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
104379,"Azteca Milling, L.P.",2018,,"13,064",No,,"13,064",0,0,0,0,  ,0,0,0,0,"13,064",,N/A,N/A,,,Madera,CA,93638,311211 - Flour Milling,C,Other Combustion Source
3024,Azusa Light and Water,2018,,"41,795",No,,0,0,0,0,"41,795",  ,0,0,"41,795","41,795",0,,Positive,N/A,"Lincus, Inc.",,Azusa,CA,91702,221122 - Electric Power Distribution,EPE,Electricity Importer
100897,Badger Creek Limited,2018,,"3,914",No,,"3,914",0,0,0,0,  ,"3,914",0,0,"3,914",0,,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
104334,"Baker Commodities, Inc., Kerman Division",2018,,"21,864",No,,"21,864",0,0,0,0,  ,0,0,0,0,"21,864",,N/A,N/A,,,Kerman,CA,93630,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
104621,"Baker Commodities, Inc., Vernon Division",2018,,"15,537",No,,"15,537",0,0,0,0,  ,0,0,0,0,"15,537",,N/A,N/A,,,Vernon,CA,90058,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
104542,Baxalta US Inc.,2018,,"8,047",No,,"8,047",0,0,0,0,  ,0,0,0,0,"8,047",,N/A,N/A,,,Los Angeles,CA,90039,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
104165,Bayer Healthcare,2018,,"14,579",No,,"14,579",0,0,0,0,  ,0,0,0,0,"14,579",,N/A,N/A,,,Berkeley,CA,94710,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
100890,Bear Mountain Limited,2018,,"17,779",No,,"17,779",0,0,0,0,  ,"17,779",0,0,"17,779",0,,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",,Bakersfield,CA,93306,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
3000,Bear Valley Electric Service (BVES),2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Big Bear Lake,CA,92315,221122 - Electric Power Distribution,EPE,Electricity Importer
104623,Belridge Gas Plant - NGL Supplier,2018,,"101,950",No,,"8,621",0,"93,329",0,0,  ,"8,617","15,530",0,"24,147","77,803",,Positive,Positive,Locus Technologies,,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,"C,NN,W","Supplier of Natural Gas, NGL, or LPG"
100895,Berry Petroleum Company - Placerita,2018,,"230,688",No,,"230,688",0,0,0,0,  ,"230,652",0,0,"230,652",36,,Positive,Positive,Ashworth Leininger Group,,Newhall,CA,91321,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104094,Berry Petroleum Company - San Joaquin Basin,2018,,"1,178,320",No,,"1,178,320",0,0,0,0,  ,"1,174,493",0,0,"1,174,493","3,827",,Positive,Positive,Ashworth Leininger Group,,Maricopa,CA,93268,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
3026,Biggs Municipal Utilities,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Biggs,CA,95917,221122 - Electric Power Distribution,EPE,Electricity Importer
100120,Biola University,2018,,"8,614",No,,"8,614",0,0,0,0,  ,0,0,0,0,"8,614",,N/A,N/A,,,La Mirada,CA,90639,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100053,Blue Lake Power,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Blue Lake,CA,95525,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
100342,Blythe Energy,2018,,"1,089,802",No,,"1,089,802",0,0,0,0,  ,"1,089,802",0,0,"1,089,802",0,,Positive,N/A,"NSF Certification, LLC",,Blythe,CA,92225,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
104054,BNSF Railway - Barstow,2018,,"443,445",No,,0,0,"443,445",0,0,  ,0,"443,445",0,"443,445",0,,Positive,N/A,Ashworth Leininger Group,,Barstow,CA,92311,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104064,BNSF Railway - Commerce,2018,,"266,005",No,,0,0,"266,005",0,0,  ,0,"266,005",0,"266,005",0,,Positive,N/A,Ashworth Leininger Group,,Los Angeles,CA,90040,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104065,BNSF Railway - Richmond,2018,,"140,475",No,,0,0,"140,475",0,0,  ,0,"140,475",0,"140,475",0,,Positive,N/A,Ashworth Leininger Group,,Richmond,CA,94801,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
4000,Bonneville Power Administration - AO/CS,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,Positive,N/A,SCS Engineers,,Portland,OR,97232,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
2044,Bonneville Power Administration - Marketer,2018,,"1,329",No,,0,0,0,0,"1,329",  ,0,0,"1,329","1,329",0,,Positive,N/A,SCS Engineers,,Portland,OR,97222,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
104692,Boston Energy Trading and Marketing,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,Positive,N/A,Ashworth Leininger Group,,Boston,MA,2110,221122 - Electric Power Distribution,EPE,Electricity Importer
101676,Bottle Rock Power - Geothermal,2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Cobb,CA,95426,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104680,"Bowerman Power LFG, LLC",2018,,"81,768",No,,410,"81,358",0,0,0,  ,0,0,0,0,"81,768",,Positive,N/A,Ramboll US Corporation,,Irvine,CA,92602,221118 - Other Electric Power Generation,C,In-State Electricity Generation
104074,Boyett Petroleum,2018,,"321,732",No,,0,0,"306,006","15,725",0,  ,0,"306,006",0,"306,006","15,725",,Positive,N/A,Locus Technologies,,Modesto,CA,95350,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
2113,BP Energy Company,2018,,"174,803",No,,0,0,0,0,"174,803",  ,0,0,"174,803","174,803",0,,Positive,N/A,Ashworth Leininger Group,,Houston,TX,77079,324110 - Petroleum Refineries,EPE,Electricity Importer
104001,BP West Coast Products LLC (BPWCP) - Terminals,2018,,"7,324,023",No,,0,0,"6,844,933","479,090",0,  ,0,"6,844,933",0,"6,844,933","479,090",,Positive,N/A,SCS Engineers,,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100389,Braun Medical Inc,2018,,"52,313",No,,"52,313",0,0,0,0,  ,"52,313",0,0,"52,313",0,,Positive,N/A,"First Environment, Inc.",,Irvine,CA,92614,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100061,"Brea Generation, LLC",2018,,"122,159",No,,613,"121,546",0,0,0,  ,0,0,0,0,"122,159",,Positive,N/A,Analytical Environmental Services,,Brea,CA,92821,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104075,Breitburn Operating LP - Los Angeles Basin Facility,2018,,"21,765",No,,"21,765",0,0,0,0,  ,"21,431",0,0,"21,431",335,,Positive,Positive,"Rincon Consultants, Inc.",,Santa Fe Springs,CA,90670,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
100904,"Bridge Energy, LLC",2018,,"30,759",No,,"27,472",0,"3,287",0,0,  ,"27,437","3,287",0,"30,724",35,,Positive,Positive,Ashworth Leininger Group,,Brea,CA,92821,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
104120,Brookfield Energy Marketing LP,2018,,"17,461",No,,0,0,0,0,"17,461",  ,0,0,"17,461","17,461",0,,Positive,N/A,"Cameron-Cole, LLC",,Gatineau,QC,J8X 2A1,551112 - Offices of Other Holding Companies,EPE,Electricity Importer
3027,Burbank Water and Power,2018,,"341,015",No,,0,0,0,0,"341,015",  ,0,0,"317,682","317,682","23,333",,Positive,N/A,Ashworth Leininger Group,,Burbank,CA,90120,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
100018,Burney Forest Products,2018,,"345,765",No,,"16,196","329,570",0,0,0,  ,0,0,0,0,"345,765",,Positive,N/A,SCS Engineers,,Burney,CA,96013,221119 - Other Electric Power Generation,C,Cogeneration
104077,BWP/MPP Electricity Generating Facilities at 164 W. Magnolia,2018,,"615,280",No,,"615,280",0,0,0,0,  ,"615,280",0,0,"615,280",0,,Positive,N/A,Ashworth Leininger Group,,Burbank,CA,91503,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100002,Calciner,2018,,"282,971",No,,"282,971",0,0,0,0,  ,"282,967",0,0,"282,967",4,,Positive,Positive,SCS Engineers,,Long Beach,CA,90813,324199 - All Other Petroleum and Coal Products Manufacturing,"C,Y",Other Combustion Source
100692,CalEnergy Operating Corporation - J J Elmore - Geothermal,2018,,"5,641",No,,"5,641",0,0,0,0,  ,0,0,0,0,"5,641",,N/A,N/A,,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100703,CalEnergy Operating Corporation - J M Leathers - Geothermal,2018,,"22,193",No,,"22,193",0,0,0,0,  ,0,0,0,0,"22,193",,Positive,N/A,Locus Technologies,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100712,CalEnergy Operating Corporation - Region 1 - Geothermal,2018,,"68,675",No,,"68,675",0,0,0,0,  ,0,0,0,0,"68,675",,Positive,N/A,Locus Technologies,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100716,CalEnergy Operating Corporation - Region 2 - Geothermal,2018,,"36,409",No,,"36,409",0,0,0,0,  ,0,0,0,0,"36,409",,Positive,N/A,Locus Technologies,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104411,"California Dairies, Inc. Artesia",2018,,"10,049",No,,"10,049",0,0,0,0,  ,0,0,0,0,"10,049",,N/A,N/A,,,Artesia ,CA,90701,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
100959,"California Dairies, Inc. Fresno",2018,,"28,276",No,,"28,276",0,0,0,0,  ,"28,276",0,0,"28,276",0,,Positive,Positive,"GHD Services, Inc.",,Fresno,CA,93706,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
104410,"California Dairies, Inc. Los Banos",2018,,"1,823",No,,"1,823",0,0,0,0,  ,0,0,0,0,"1,823",,N/A,N/A,,,Los Banos,CA,93635-2198,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101509,"California Dairies, Inc. Tipton",2018,,"39,637",No,,"39,637",0,0,0,0,  ,"39,637",0,0,"39,637",0,,Positive,Positive,"GHD Services, Inc.",,Tipton,CA,93272,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101190,"California Dairies, Inc. Turlock",2018,,"34,019",No,,"34,019",0,0,0,0,  ,"34,019",0,0,"34,019",0,,Positive,Positive,"GHD Services, Inc.",,Turlock,CA,95380,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101197,"California Dairies, Inc. Visalia",2018,,"61,480",No,,"61,480",0,0,0,0,  ,"61,480",0,0,"61,480",0,,Positive,Positive,"GHD Services, Inc.",,Visalia,CA,93291,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
104711,"California Dairies, Inc., Turlock North",2018,,"19,051",No,,"19,051",0,0,0,0,  ,0,0,0,0,"19,051",,N/A,N/A,,,Turlock,CA,95380,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
3072,"California Department of Water Resources (DWR), State Water Project",2018,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,Positive,N/A,SCS Engineers,,Sacramento,CA,95825,924110 - Administration of Air and Water Resource and Solid Waste Management Programs,EPE,Electricity Importer
