ARB ID,Facility Name,Year,,Total_CO2,AEL,, Emitter CO2e from Non-Biogenic Sources and CH4 and N2O from Biogenic Fuels , Emitter CO2 from Biogenic Fuels , Fuel Supplier CO2e from Non-Biogenic Fuels and CH4 and N2O from Biogenic Fuels , Fuel Supplier CO2 from Biogenic Fuels , Electricity Importer CO2e  ,,Emissions ,Emissions , Electricity Importer Covered Emissions , Total Covered Emissions , Total Non-Covered Emissions  ,,Emissions Data,Product Data,Verification Body,,City,State,Zip Code,Description,U.S.EPA/ARB Subparts,Industry Sector
100897,Badger Creek Limited,2017,,"8,179",No,,"8,179",0,0,0,0,  ,"8,179",0,0,"8,179",0,,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
104334,"Baker Commodities, Inc., Kerman Division",2017,,"21,752",No,,"21,752",0,0,0,0,  ,0,0,0,0,"21,752",,N/A,N/A,,,Kerman,CA,93630,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
104621,"Baker Commodities, Inc., Vernon Division",2017,,"14,217",No,,"14,217",0,0,0,0,  ,0,0,0,0,"14,217",,N/A,N/A,,,Vernon,CA,90058,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
104542,Baxalta US Inc.,2017,,"8,216",No,,"8,216",0,0,0,0,  ,0,0,0,0,"8,216",,N/A,N/A,,,Los Angeles,CA,90039,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
104165,Bayer Healthcare,2017,,"15,775",No,,"15,775",0,0,0,0,  ,0,0,0,0,"15,775",,N/A,N/A,,,Berkeley,CA,94710,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
100890,Bear Mountain Limited,2017,,"16,747",No,,"16,747",0,0,0,0,  ,"16,747",0,0,"16,747",0,,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",,Bakersfield,CA,93306,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
3000,Bear Valley Electric Service (BVES),2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Big Bear Lake,CA,92315,221122 - Electric Power Distribution,EPE,Electricity Importer
104624,Belridge Gas Plant - Natural Gas Supplier,2017,,"139,290",No,,0,0,"139,290",0,0,  ,0,0,0,0,"139,290",,Positive,N/A,Locus Technologies,,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
104623,Belridge Gas Plant - NGL Supplier,2017,,"43,860",No,,0,0,"43,860",0,0,  ,0,0,0,0,"43,860",,Positive,N/A,Locus Technologies,,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
100895,Berry Petroleum Company - Placerita,2017,,"238,052",No,,"238,052",0,0,0,0,  ,"237,992",0,0,"237,992",60,,Positive,Positive,Ashworth Leininger Group,,Newhall,CA,91321,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104094,Berry Petroleum Company - San Joaquin Basin,2017,,"1,204,751",No,,"1,204,751",0,0,0,0,  ,"1,200,943",0,0,"1,200,943","3,808",,Positive,Positive,Locus Technologies,,Maricopa,CA,93268,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
3026,Biggs Municipal Utilities,2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Biggs,CA,95917,221122 - Electric Power Distribution,EPE,Electricity Importer
100120,Biola University,2017,,"8,779",No,,"8,779",0,0,0,0,  ,0,0,0,0,"8,779",,N/A,N/A,,,La Mirada,CA,90639,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100053,Blue Lake Power,2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Blue Lake,CA,95525,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
100342,Blythe Energy,2017,,"689,321",No,,"689,321",0,0,0,0,  ,"689,321",0,0,"689,321",0,,Positive,N/A,NSF International,,Blythe,CA,92225,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
104054,BNSF Railway - Barstow,2017,,"397,450",No,,0,0,"397,450",0,0,  ,0,"397,450",0,"397,450",0,,Positive,N/A,"GHD Services, Inc.",,Barstow,CA,92311,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104064,BNSF Railway - Commerce,2017,,"225,171",No,,0,0,"225,171",0,0,  ,0,"225,171",0,"225,171",0,,Positive,N/A,"GHD Services, Inc.",,Los Angeles,CA,90040,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104065,BNSF Railway - Richmond,2017,,"138,791",No,,0,0,"138,791",0,0,  ,0,"138,791",0,"138,791",0,,Positive,N/A,"GHD Services, Inc.",,Richmond,CA,94801,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
4000,Bonneville Power Administration - AO/CS,2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,Positive,N/A,SCS Engineers,,Portland,OR,97232,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
2044,Bonneville Power Administration - Marketer,2017,,"2,150",No,,0,0,0,0,"2,150",  ,0,0,"2,150","2,150",0,,Positive,N/A,SCS Engineers,,Portland,OR,97222,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
104692,Boston Energy Trading and Marketing,2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,Positive,N/A,Ashworth Leininger Group,,Boston,MA,2110,221122 - Electric Power Distribution,EPE,Electricity Importer
101676,Bottle Rock Power - Geothermal,2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Cobb,CA,95426,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104680,"Bowerman Power LFG, LLC",2017,,"79,240",No,,397,"78,842",0,0,0,  ,0,0,0,0,"79,240",,Positive,N/A,Ramboll US Corporation,,Irvine,CA,92602,221118 - Other Electric Power Generation,C,In-State Electricity Generation
104074,Boyett Petroleum,2017,,"350,271",No,,0,0,"333,667","16,604",0,  ,0,"333,667",0,"333,667","16,604",,Positive,N/A,Locus Technologies,,Modesto,CA,95350,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
2113,BP Energy Company,2017,,"125,513",No,,0,0,0,0,"125,513",  ,0,0,"125,301","125,301",211,,Positive,N/A,"Trinity Consultants, Inc.",,Houston,TX,77079,324110 - Petroleum Refineries,EPE,Electricity Importer
104001,BP West Coast Products LLC (BPWCP) - Terminals,2017,,"7,352,966",No,,0,0,"6,870,614","482,352",0,  ,0,"6,870,614",0,"6,870,614","482,352",,Positive,N/A,Ramboll US Corporation,,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100389,Braun Medical Inc,2017,,"46,284",No,,"46,284",0,0,0,0,  ,"46,284",0,0,"46,284",0,,Qualified Positive,N/A,"First Environment, Inc.",,Irvine,CA,92614,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100061,"Brea Generation, LLC",2017,,"122,013",No,,612,"121,401",0,0,0,  ,0,0,0,0,"122,013",,Positive,N/A,Analytical Environmental Services,,Brea,CA,92821,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104075,Breitburn Operating LP - Los Angeles Basin Facility,2017,,"26,824",No,,"26,824",0,0,0,0,  ,"26,443",0,0,"26,443",381,,Positive,Positive,"Rincon Consultants, Inc.",,Santa Fe Springs,CA,90670,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
100904,"Bridge Energy, LLC",2017,,"31,561",No,,"28,062",0,"3,499",0,0,  ,"27,830","3,499",0,"31,329",232,,Positive,Positive,Ashworth Leininger Group,,Brea,CA,92821,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
104120,Brookfield Energy Marketing LP,2017,,"9,934",No,,0,0,0,0,"9,934",  ,0,0,"9,934","9,934",0,,Positive,N/A,"Cameron-Cole, LLC",,Gatineau,QC,J8X 2A1,551112 - Offices of Other Holding Companies,EPE,Electricity Importer
104450,"Buena Vista Biomass Power, LLC",2017,,0,No,,0,0,0,0,0,  ,0,0,0,0,0,,N/A,N/A,,,Ione,CA,95640,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
3027,Burbank Water and Power,2017,,"368,495",No,,0,0,0,0,"368,495",  ,0,0,"337,805","337,805","30,690",,Positive,N/A,Ashworth Leininger Group,,Burbank,CA,90120,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
100018,Burney Forest Products,2017,,"304,107",No,,"17,374","286,732",0,0,0,  ,0,0,0,0,"304,107",,Positive,N/A,SCS Engineers,,Burney,CA,96013,221119 - Other Electric Power Generation,C,Cogeneration
104077,BWP/MPP Electricity Generating Facilities at 164 W. Magnolia,2017,,"567,520",No,,"567,520",0,0,0,0,  ,"567,520",0,0,"567,520",0,,Positive,N/A,Ashworth Leininger Group,,Burbank,CA,91503,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100692,CalEnergy Operating Corporation - J J Elmore - Geothermal,2017,,"9,012",No,,"9,012",0,0,0,0,  ,0,0,0,0,"9,012",,N/A,N/A,,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100703,CalEnergy Operating Corporation - J M Leathers - Geothermal,2017,,"27,865",No,,"27,865",0,0,0,0,  ,0,0,0,0,"27,865",,Positive,N/A,Locus Technologies,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100712,CalEnergy Operating Corporation - Region 1 - Geothermal,2017,,"53,718",No,,"53,718",0,0,0,0,  ,0,0,0,0,"53,718",,Positive,N/A,Locus Technologies,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100716,CalEnergy Operating Corporation - Region 2 - Geothermal,2017,,"36,856",No,,"36,856",0,0,0,0,  ,0,0,0,0,"36,856",,Positive,N/A,Locus Technologies,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104411,"California Dairies, Inc. Artesia",2017,,"8,343",No,,"8,343",0,0,0,0,  ,0,0,0,0,"8,343",,N/A,N/A,,,Artesia ,CA,90701,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
100959,"California Dairies, Inc. Fresno",2017,,"28,074",No,,"28,074",0,0,0,0,  ,"28,074",0,0,"28,074",0,,Positive,Positive,"GHD Services, Inc.",,Fresno,CA,93706,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
104410,"California Dairies, Inc. Los Banos",2017,,"10,168",No,,"10,168",0,0,0,0,  ,0,0,0,0,"10,168",,N/A,N/A,,,Los Banos,CA,93635-2198,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101509,"California Dairies, Inc. Tipton",2017,,"40,647",No,,"40,647",0,0,0,0,  ,"40,647",0,0,"40,647",0,,Positive,Positive,"GHD Services, Inc.",,Tipton,CA,93272,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101190,"California Dairies, Inc. Turlock",2017,,"33,172",No,,"33,172",0,0,0,0,  ,"33,172",0,0,"33,172",0,,Positive,Positive,"GHD Services, Inc.",,Turlock,CA,95380,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101197,"California Dairies, Inc. Visalia",2017,,"60,316",No,,"60,316",0,0,0,0,  ,"60,316",0,0,"60,316",0,,Positive,Positive,"GHD Services, Inc.",,Visalia,CA,93291,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
